POINT(38.9386006084859 -77.0824920460363)
POINT(38.9749809124957 -77.0311735688024)
POINT(38.9363904165344 -77.0124846375879)
POINT(38.9214708571746 -77.0670135516784)
POINT(38.8668764190458 -77.0166559045192)
POINT(38.8441687081547 -77.0150153932081)
POINT(38.8943514308476 -77.0514743319747)
POINT(38.8740798109682 -76.9945264687469)
POINT(38.8236847713402 -77.0235039137319)
POINT(38.878835073571 -76.9964270894387)
