id,latitude,longitude
191,-77.0647293802,38.9096063091
192,-77.0643995118,38.941783123
193,-77.0626206881,38.90499122
194,-77.0624637116,38.904519987
195,-77.0613281408,38.9046871531
196,-77.0609656323,38.904372681
197,-77.0597546833,38.9018137627
198,-77.0597546833,38.9018137627
199,-77.0638002579,38.9061932868
200,-77.0632193265,38.9067416707
201,-77.0631752303,38.9055088116
202,-77.0629137726,38.9069715485
203,-77.0628415396,38.9438070525
204,-77.054324473,38.9035491711
205,-77.053916908,38.9035187315
206,-77.0579856671,38.9078075507
207,-77.0568674578,38.9053903493
208,-77.0554823557,38.9319214464
209,-77.0580043602,38.9353308562
210,-77.0577432772,38.9351011837
211,-77.0577102489,38.9349075215
212,-77.0575297445,38.9347648289
213,-77.0526779987,38.9030119462
214,-77.052270852,38.9035472253
215,-77.0492744502,38.9019365724
216,-77.0519965604,38.9250259245
217,-77.0519920183,38.9249648501
218,-77.0513114975,38.9239979276
219,-77.0526173479,38.9436339178
220,-77.04748469,38.8969751482
221,-77.0440840488,38.9028096642
222,-77.0438574268,38.9045480014
223,-77.0440193008,38.9084839584
224,-77.0484777467,38.9102953031
225,-77.0475427481,38.9091939668
226,-77.0473216368,38.9094098965
227,-77.0464416124,38.9098235525
228,-77.0462683264,38.9098337105
229,-77.04607794,38.9094308426
230,-77.0456482369,38.9094456948
231,-77.0451575815,38.9098881051
232,-77.0465065018,38.91438535
233,-77.0458085749,38.9144094077
234,-77.0455394222,38.9145424759
235,-77.045439656,38.9143191981
236,-77.0452528979,38.9134675323
237,-77.0438339417,38.9214878299
238,-77.0436446789,38.9220071405
239,-77.0398060294,38.8999735676
240,-77.0425739075,38.9022239605
241,-77.0424075505,38.902224021
242,-77.0425711462,38.9059036935
243,-77.0420995825,38.9080157815
244,-77.0420114559,38.9065754685
245,-77.0430926012,38.910469833
246,-77.0426670778,38.9109300452
247,-77.0382391019,38.9117719663
248,-77.0381863452,38.9105752255
249,-77.0418984383,38.9171216629
250,-77.0423424226,38.9208830204
251,-77.0419120686,38.9212825146
252,-77.0416682665,38.9206505777
253,-77.0414254028,38.9198398246
254,-77.0427339683,38.9219268526
255,-77.0419630047,38.9214212245
256,-77.0412062286,38.9232978374
257,-77.0333907929,38.8969549837
258,-77.0333907929,38.8969549837
259,-77.037147188,38.9022262625
260,-77.0369463638,38.9022324518
261,-77.0360964139,38.9021042584
262,-77.033817881,38.9032494516
263,-77.0380680861,38.9112939495
264,-77.0380454203,38.9098716298
265,-77.0359509652,38.9108786149
266,-77.037635699,38.9167351248
267,-77.0353831887,38.9168375326
268,-77.0376217041,38.9288951925
269,-77.0376984789,38.9305758481
270,-77.0330248868,38.9474678134
271,-77.0299533353,38.8963764076
272,-77.0283903872,38.8957090979
273,-77.0306699433,38.9005191671
274,-77.0298693358,38.8978408287
275,-77.0328443025,38.9035472753
276,-77.0323710949,38.9044156324
277,-77.0322401463,38.9019088239
278,-77.0315681743,38.905089947
279,-77.0323708596,38.9079619492
280,-77.0322041339,38.9104946912
281,-77.0323859759,38.9133221786
282,-77.0321888736,38.9157690771
283,-77.0314825312,38.9171452922
284,-77.0285823565,38.9168032706
285,-77.0324750378,38.9197575261
286,-77.0322542258,38.9182588717
287,-77.0316641004,38.9193847138
288,-77.0319214064,38.9308139468
289,-77.0286003334,38.9323018078
290,-77.0280310279,38.931674247
291,-77.0279842105,38.9299310606
292,-77.0324277892,38.9355465901
293,-77.0324362922,38.9395323987
294,-77.0324515611,38.9446955851
295,-77.0264877382,38.8993402753
296,-77.025568338,38.8976335759
297,-77.0246202952,38.8976462111
298,-77.0235731045,38.9011220324
299,-77.0268092741,38.9055217351
300,-77.0267940151,38.9054136384
301,-77.0242221429,38.9160337732
302,-77.023733706,38.9160551331
303,-77.0236904416,38.9163300761
304,-77.0236904416,38.9163300761
305,-77.0242195927,38.9176919372
306,-77.0242010986,38.9175607798
307,-77.0228991325,38.9247519368
308,-77.0227847809,38.9277885722
309,-77.0235685197,38.9301630075
310,-77.0236167371,38.9368066214
311,-77.0255266883,38.9410286775
312,-77.0243744592,38.9382853578
313,-77.0263939936,38.9441485954
314,-77.0267286539,38.9488178716
315,-77.0266572048,38.9487089779
316,-77.0272891259,38.9531644141
317,-77.0276747176,38.955624301
318,-77.0275051164,38.9544166929
319,-77.0222036394,38.8951657017
320,-77.0221616847,38.8959242141
321,-77.0214871801,38.89429842
322,-77.0214464631,38.8949799105
323,-77.0213751528,38.8962815423
324,-77.0212841564,38.8949757963
325,-77.0222148294,38.899264685
326,-77.0216392839,38.9001938251
327,-77.0205001393,38.9000520588
328,-77.0202014235,38.8995738571
329,-77.0196949837,38.9087261589
330,-77.0178268104,38.9127514758
331,-77.0207804758,38.915384845
332,-77.0200787982,38.9562143621
333,-77.0158007508,38.9004260052
334,-77.0140774224,38.9058430387
335,-77.0158849579,38.9151494146
336,-77.0137731261,38.9420448065
337,-77.0123644796,38.951394748
338,-77.0117033531,38.8953676618
339,-77.0061791287,38.8975384698
340,-77.0061791287,38.8975384698
341,-77.0041167423,38.912413329
342,-77.0027567863,38.954975976
343,-77.0013462763,38.8946324369
344,-76.999233486,38.9004110364
345,-76.9995595677,38.9089687011
346,-77.0003692341,38.9195915103
347,-77.0003234581,38.920346228
348,-77.0010423066,38.958147543
349,-76.9951658327,38.8956372279
350,-76.9927857085,38.9040492006
351,-76.9959257534,38.9254107255
352,-76.993343494,38.9223677769
353,-77.0795206024,38.9484340909
354,-77.0792124087,38.949101093
355,-77.0724339413,38.9213365857
356,-77.0722883855,38.9210830013
357,-77.0714312797,38.9206608577
358,-77.0714099034,38.920617901
359,-77.0713020813,38.919577595
360,-77.0727546864,38.9233072277
361,-77.0725419534,38.9215246125
362,-77.0734689568,38.9361604712
363,-77.0698275293,38.9556951855
364,-77.0695133929,38.9553624271
365,-77.0636015445,38.9030168697
366,-77.0624540291,38.904390362
367,-77.0614023111,38.9050004246
368,-77.061313875,38.9049904718
369,-77.0606147447,38.9049767836
370,-77.0594623747,38.9050592617
371,-77.0635626208,38.9072055045
372,-77.0632171167,38.9075004451
373,-77.0583602372,38.9345537129
374,-77.0572350358,38.9341655611
375,-77.0511548709,38.8969611672
376,-77.0490676149,38.9009107877
377,-77.0497946426,38.9039558449
378,-77.0485783678,38.9046581977
379,-77.0536643917,38.9226255341
380,-77.0523657839,38.9237167607
381,-77.0510086252,38.9237806895
382,-77.0457758015,38.900355047
383,-77.0441758654,38.9000956817
384,-77.0483747616,38.9015908473
385,-77.0476046125,38.9034183285
386,-77.0460265408,38.9021415761
387,-77.0455751692,38.9015544983
388,-77.047648979,38.905805794
389,-77.0459251885,38.9083832322
390,-77.0457538391,38.907632724
391,-77.0483631652,38.9094823476
392,-77.0462683264,38.9098337105
393,-77.0458536235,38.9130984067
394,-77.0457725325,38.9130470009
395,-77.0451346249,38.9115084445
396,-77.0460633603,38.9134560453
397,-77.046020545,38.9133977782
398,-77.0455925591,38.9145129979
399,-77.0411757641,38.898098453
400,-77.0402920494,38.8999586273
401,-77.0397424457,38.9004804897
402,-77.0389646572,38.9028459858
403,-77.0426712584,38.9075108364
404,-77.0422373835,38.9053298926
405,-77.0422280657,38.9082859855
406,-77.0421515338,38.9081319704
407,-77.0419693149,38.9062788387
408,-77.0419665097,38.9062139796
409,-77.0399909853,38.9074544014
410,-77.0396187816,38.9059389637
411,-77.038855157,38.9117757268
412,-77.0382192917,38.9115969408
413,-77.0381794661,38.9112940033
414,-77.0412581498,38.9171663919
415,-77.0418783753,38.9194796003
416,-77.0415154205,38.9201629214
417,-77.0408936053,38.9174803703
418,-77.03868472,38.9213008335
419,-77.0431713268,38.9216696844
420,-77.0431300315,38.9226034123
421,-77.0427010729,38.9216841804
422,-77.0421880542,38.9227037486
423,-77.0385420917,38.9309356351
424,-77.0369567773,38.9005252748
425,-77.0333288272,38.8980560035
426,-77.0331555468,38.9000050117
427,-77.0334360961,38.9053158072
428,-77.0341552983,38.9094504305
429,-77.0336213541,38.9285226569
430,-77.0349439608,38.9353975884
431,-77.0330706771,38.937505805
432,-77.0330279995,38.9370059466
433,-77.029318027,38.8963233293
434,-77.0317338383,38.90066662
435,-77.0305206443,38.9029258786
436,-77.0323643704,38.9081440097
437,-77.032190747,38.9084238569
438,-77.0315645587,38.9078616367
439,-77.032618112,38.9098586775
440,-77.0316404413,38.9172604661
441,-77.0315828917,38.9143737614
442,-77.0315482739,38.914575107
443,-77.0315464793,38.9146888828
444,-77.0312402279,38.916795834
445,-77.028692685,38.9173210424
446,-77.0284973736,38.9168031112
447,-77.0284842572,38.9171638981
448,-77.0316233866,38.9185860465
449,-77.0281059087,38.9302864092
450,-77.0323917412,38.9351560002
451,-77.0294793421,38.9399477434
452,-77.0328714117,38.9571202189
453,-77.0277470154,38.9558167905
454,-77.0275828204,38.8967324614
455,-77.0232490881,38.8963117228
456,-77.0232327625,38.8950298356
457,-77.0274436972,38.9006689678
458,-77.0246567733,38.8971243489
459,-77.0243099332,38.8975486254
460,-77.026203746,38.9020138398
461,-77.0242552013,38.9050814246
462,-77.0266824886,38.9062302708
463,-77.026717956,38.9104257194
464,-77.0263021919,38.9166878689
465,-77.0241875223,38.9162904277
466,-77.0237450786,38.9162725919
467,-77.022893268,38.9248045465
468,-77.0226946102,38.9271107141
469,-77.0241830039,38.9332300301
470,-77.0239772303,38.9359297703
471,-77.0244814316,38.942122057
472,-77.0269114416,38.9498831484
473,-77.022444458,38.8959332586
474,-77.0217259812,38.8964250709
475,-77.0205014264,38.8932991187
476,-77.0222273988,38.8989070507
477,-77.0221718656,38.8993801804
478,-77.0215088703,38.8970376799
479,-77.0209546523,38.897939878
480,-77.0206242662,38.8995429746
481,-77.0202102537,38.8994099935
482,-77.0213550325,38.903389952
483,-77.0168802952,38.900099031
484,-77.0144332633,38.9146446858
485,-77.0123781637,38.9159281587
486,-77.015223256,38.9423545117
487,-77.0123300718,38.9512267474
488,-77.0098139498,38.908373649
489,-77.0094147578,38.9106981947
490,-77.0118432825,38.9154214053
491,-77.0094257779,38.9146920404
492,-77.002880217,38.8946192569
493,-77.0061791287,38.8975384698
494,-77.0022095218,38.8971951234
495,-77.0024381933,38.9028023716
496,-77.0054922636,38.9060152766
497,-76.9997655164,38.9000602532
498,-77.0008250024,38.9038818651
499,-76.998220518,38.9088459948
500,-76.9976502672,38.9087163546
501,-76.9991571738,38.9097557579
502,-77.0008135513,38.9208040287
503,-76.998797913,38.9503972791
504,-76.998797913,38.9503972791
505,-76.9947311967,38.9259654999
506,-77.0787447981,38.931301469
507,-77.0784751955,38.9451747897
508,-77.0716129375,38.9209264921
509,-77.0707759197,38.9199406803
510,-77.0725419534,38.9215246125
511,-77.0730577158,38.9332953677
512,-77.0727109055,38.9337521249
513,-77.0698952572,38.9558173872
514,-77.0656510341,38.9053102538
515,-77.0655517383,38.9110477261
516,-77.0678027264,38.9155245771
517,-77.0645893553,38.9450693319
518,-77.0640222755,38.9049985679
519,-77.063509541,38.9037885754
520,-77.0631599155,38.9050093068
521,-77.064155049,38.9053380199
522,-77.0638002579,38.9061932868
523,-77.0638002579,38.9061932868
524,-77.0593261282,38.9053683174
525,-77.0594010028,38.9364404278
526,-77.0638056307,38.9451939865
527,-77.0628415396,38.9438070525
528,-77.055098152,38.9039753544
529,-77.0538529164,38.9041203389
530,-77.0574817626,38.9054351806
531,-77.0573632858,38.9054874872
532,-77.0546987881,38.9247162461
533,-77.0541015325,38.9286637881
534,-77.0589447066,38.9357335072
535,-77.0589447066,38.9357335072
536,-77.0576908379,38.9350077935
537,-77.0571643235,38.9340084008
538,-77.0519065957,38.9034612678
539,-77.052116068,38.9239673037
540,-77.0520581924,38.9250942702
541,-77.0517076298,38.9246416678
542,-77.0513903765,38.9241573403
543,-77.0464949035,38.8981860903
544,-77.0443080253,38.9009131402
545,-77.0482176138,38.9015685716
546,-77.0472382078,38.9028641931
547,-77.0446378868,38.9011544387
548,-77.0445063493,38.9011565608
549,-77.0443508359,38.9039449762
550,-77.0440840488,38.9028096642
551,-77.0484552546,38.9090942299
552,-77.0446397989,38.9069732034
553,-77.0481813366,38.9098166322
554,-77.0475878931,38.9129187176
555,-77.0468522528,38.911502003
556,-77.045865197,38.9094002979
557,-77.0452102516,38.909491087
558,-77.0451689881,38.9116962551
559,-77.0450968259,38.9129983483
560,-77.0461128143,38.9136169147
561,-77.0455495005,38.9142546557
562,-77.0452368111,38.9164639811
563,-77.0435397786,38.9207482663
564,-77.0435004669,38.9209552923
565,-77.0408937061,38.896541006
566,-77.0399964455,38.8939580773
567,-77.0419845889,38.8975589245
568,-77.0384438589,38.9004021011
569,-77.0427061521,38.9039772983
570,-77.0411418106,38.904987696
571,-77.0388263641,38.9033629312
572,-77.0427830635,38.9059228038
573,-77.0424678419,38.9086093883
574,-77.042370449,38.9084692538
575,-77.0421262426,38.9080615343
576,-77.0420116849,38.9079429356
577,-77.0419630658,38.9076110856
578,-77.0411785587,38.9065345068
579,-77.0411198011,38.9064065189
580,-77.0381978204,38.9104731572
581,-77.0414825902,38.9142747274
582,-77.0411555245,38.9167672689
583,-77.0426711357,38.921374305
584,-77.0424912941,38.9212683425
585,-77.0422482384,38.9207368494
586,-77.0419360818,38.921329079
587,-77.0418663608,38.9192459286
588,-77.0414254028,38.9198398246
589,-77.0410499761,38.9201022796
590,-77.0426696374,38.921761123
591,-77.0423434571,38.9224310104
592,-77.042097711,38.9218399731
593,-77.0374991278,38.9010783953
594,-77.0348677033,38.9021052621
595,-77.033817881,38.9032494516
596,-77.0337687294,38.9031664989
597,-77.0369557771,38.9059379446
598,-77.0333726343,38.9098864803
599,-77.0378966544,38.9167560298
600,-77.0355698563,38.9168015327
601,-77.0351974114,38.916808672
602,-77.0376724816,38.9289575136
603,-77.0330142211,38.9329066331
604,-77.0330193139,38.9361834014
605,-77.0330019567,38.9462785467
606,-77.0293540396,38.8969966955
607,-77.0283903872,38.8957090979
608,-77.0315466195,38.8970189151
609,-77.0309265828,38.8976404778
610,-77.0285464017,38.901013093
611,-77.0325632821,38.9029010947
612,-77.0316769507,38.9047007568
613,-77.0308672939,38.9044841425
614,-77.0328872296,38.909885537
615,-77.0316815231,38.9105825753
616,-77.0323912257,38.9134568518
617,-77.0312539445,38.9173102061
618,-77.0311163851,38.917322404
619,-77.0309857419,38.9167984241
620,-77.0298756613,38.9154220598
621,-77.0317049722,38.9174240399
622,-77.0316423346,38.9173695565
623,-77.0316193768,38.9183848916
624,-77.0315088412,38.9179719796
625,-77.0278469997,38.9308996667
626,-77.0324752069,38.9441852593
627,-77.0273017123,38.8959639338
628,-77.0268088337,38.8957609994
629,-77.0249111457,38.8969967365
630,-77.0232838885,38.8969786951
631,-77.0274436972,38.9006689678
632,-77.027302628,38.9167297083
633,-77.0268211434,38.9171577156
634,-77.0242138542,38.9167524596
635,-77.0253897188,38.9201561871
636,-77.0253852624,38.9248062839
637,-77.0229053238,38.9249983131
638,-77.0267988817,38.9266522227
639,-77.0258321263,38.9279648616
640,-77.0235388584,38.9293998295
641,-77.0231592398,38.9256354213
642,-77.0230922136,38.9255631878
643,-77.02382364,38.9298439715
644,-77.0243865892,38.9349683199
645,-77.02771735,38.9560757851
646,-77.0216324054,38.8965190455
647,-77.0215457047,38.8957127228
648,-77.0214314285,38.8959678608
649,-77.0216342027,38.9005449719
650,-77.0209546523,38.897939878
651,-77.0209546523,38.897939878
652,-77.0205654754,38.8995520834
653,-77.0195802723,38.8986762798
654,-77.0192507213,38.8996560838
655,-77.019181642,38.8999893143
656,-77.0215920405,38.9036952015
657,-77.0212152024,38.9034354696
658,-77.0207171038,38.9036374362
659,-77.0183526279,38.9034890136
660,-77.0181923235,38.9028225106
661,-77.0187519164,38.9058628309
662,-77.0216747735,38.9100012097
663,-77.0201985208,38.9153792718
664,-77.0147798138,38.8965592999
665,-77.0125988945,38.8978326173
666,-77.0162899827,38.9563404365
667,-77.0124900626,38.9563790992
668,-77.0110985018,38.8968092393
669,-77.0095184531,38.8971838564
670,-77.0093155262,38.9074813231
671,-77.0119691809,38.9118866114
672,-77.0118454753,38.9563932192
673,-77.002880217,38.8946192569
674,-77.0022170124,38.8934046731
675,-77.0018382526,38.8942440795
676,-77.0041167423,38.912413329
677,-77.0010803393,38.894524069
678,-76.9974961508,38.911021316
679,-76.9978619199,38.9328217337
680,-77.0008644231,38.9412879275
681,-76.9922701189,38.8999744183
682,-76.9964020387,38.9048148076
683,-76.992489536,38.9040152205
684,-77.0798148669,38.9284282625
685,-77.0752819567,38.9122032176
686,-77.0773610871,38.9443155112
687,-77.0722716684,38.9209729299
688,-77.0703395235,38.918489792
689,-77.072772206,38.9218293111
690,-77.0724629514,38.9214012475
691,-77.0728800509,38.9331357614
692,-77.0699723347,38.9559439073
693,-77.068773931,38.9052135092
694,-77.0665320532,38.9052767849
695,-77.0650626342,38.9061157494
696,-77.0651735858,38.9104505944
697,-77.0644886064,38.909952723
698,-77.0673561803,38.9145881485
699,-77.0667557332,38.9144103082
700,-77.0645893553,38.9450693319
701,-77.0608384369,38.9046059736
702,-77.0597546833,38.9018137627
703,-77.06354517,38.9074177507
704,-77.0630236625,38.9056841059
705,-77.0622004523,38.9053836682
706,-77.0618303755,38.905390801
707,-77.0590811576,38.9360168395
708,-77.0631702161,38.944498982
709,-77.0572436666,38.9046911175
710,-77.0555654293,38.9298924655
711,-77.0580928661,38.9359471602
712,-77.0570955741,38.9338536717
713,-77.0537118477,38.9014235724
714,-77.0523528677,38.9042383996
715,-77.0507201366,38.9055198372
716,-77.0522202902,38.9240869777
717,-77.0515244186,38.9243711388
718,-77.0514187751,38.9241984958
719,-77.0469122541,38.8992996272
720,-77.0477269921,38.9019565828
721,-77.0475620249,38.9047317637
722,-77.0442622163,38.9015895051
723,-77.0441166922,38.9035832893
724,-77.0438843737,38.9043106212
725,-77.043808393,38.9031755972
726,-77.0437883239,38.9048509782
727,-77.0437483534,38.9047201018
728,-77.044515727,38.9054689464
729,-77.0444952547,38.9090599519
730,-77.0440193008,38.9084839584
731,-77.0437472871,38.9084329832
732,-77.0454401066,38.9123117799
733,-77.0451021869,38.9098065109
734,-77.0444624534,38.9121126213
735,-77.0469604995,38.9163741186
736,-77.0458085749,38.9144094077
737,-77.0457209264,38.9151030838
738,-77.0452468161,38.9133318691
739,-77.045214812,38.913411245
740,-77.044774941,38.9154511719
741,-77.0477239715,38.9179473846
742,-77.0436466082,38.9219563329
743,-77.0435594881,38.9220543759
744,-77.0397404406,38.8958466789
745,-77.0412796936,38.8990045674
746,-77.0413628673,38.9010904236
747,-77.0430678131,38.9066527359
748,-77.0427120283,38.9058967056
749,-77.0420545477,38.905942076
750,-77.0419723577,38.9063557689
751,-77.0412234951,38.9066861015
752,-77.038264274,38.9109803051
753,-77.0381849414,38.9101067921
754,-77.0381716408,38.9106760336
755,-77.0418784298,38.9172159873
756,-77.0414339107,38.9150328862
757,-77.041385214,38.9171541857
758,-77.0416784971,38.9205949026
759,-77.0423621567,38.9224615419
760,-77.042272244,38.9223269
761,-77.0422594316,38.9226956153
762,-77.0420673158,38.9234860747
763,-77.0419867873,38.9214676989
764,-77.0397552985,38.9243701499
765,-77.0384395771,38.921979151
766,-77.038540468,38.9321991407
767,-77.0384256167,38.9320247778
768,-77.0383466964,38.931750771
769,-77.0381602244,38.9313607723
770,-77.0333907929,38.8969549837
771,-77.0331555468,38.9000050117
772,-77.0381287806,38.904048066
773,-77.037602066,38.9017153431
774,-77.0355850229,38.9021337825
775,-77.0338173372,38.9030750501
776,-77.0333846249,38.9039738478
777,-77.033303043,38.9018418639
778,-77.0369713731,38.9066661746
779,-77.0381072853,38.9127992303
780,-77.0332933083,38.9098842509
781,-77.0350281269,38.9172563468
782,-77.0351599093,38.9247068223
783,-77.0377704033,38.9291896262
784,-77.0336213541,38.9285226569
785,-77.0329678342,38.9333576019
786,-77.0380971424,38.9337444806
787,-77.0330937282,38.9367228873
788,-77.0330433394,38.9357604549
789,-77.0330169554,38.9390606519
790,-77.0330672426,38.9480063163
791,-77.0330019567,38.9462785467
792,-77.0315875043,38.9029195594
793,-77.0312463688,38.9039670524
794,-77.0284632344,38.902915678
795,-77.0322238108,38.9093869299
796,-77.0323859759,38.9133221786
797,-77.0322457999,38.9162004704
798,-77.0277891635,38.9168503053
799,-77.0316641004,38.9193847138
800,-77.0316178928,38.9176385519
801,-77.0324315264,38.9326057387
802,-77.0285310066,38.9319862638
803,-77.0299673766,38.9344672417
804,-77.0265051642,38.8950466151
805,-77.0265051642,38.8950466151
806,-77.0262834086,38.8966962771
807,-77.0250648165,38.8963590015
808,-77.0236436219,38.8954475612
809,-77.0235061093,38.8944282922
810,-77.0226945249,38.8949549918
811,-77.0264877382,38.8993402753
812,-77.0252433321,38.8975292396
813,-77.0249375399,38.8976441619
814,-77.0244057321,38.8992419071
815,-77.0236882767,38.9018277238
816,-77.0273385149,38.9065697339
817,-77.0266900769,38.9067904082
818,-77.0268211434,38.9171577156
819,-77.0246686723,38.9171997182
820,-77.024271102,38.9165739026
821,-77.0242496236,38.9171611602
822,-77.0229418892,38.928608478
823,-77.0246647631,38.9365704776
824,-77.0243351159,38.9348734732
825,-77.0241965125,38.9339521329
826,-77.0237210869,38.9339302501
827,-77.02656048,38.9448527352
828,-77.0268187942,38.9492399788
829,-77.0264723532,38.9473486798
830,-77.0273105834,38.9534630332
831,-77.0272416675,38.9527520265
